source_click_dt,clientType,source,total_user_series,ep2_same_day_users,ep10_same_day_users,ep20_same_day_users,ep30_same_day_users,ep50_same_day_users,ep2_3day_users,ep10_3day_users,ep20_3day_users,ep30_3day_users,ep50_3day_users
2026-01-28,Android,genre_page,6797,4293,2453,2099,1741,1134,4434,2651,2338,2014,1393
2026-01-28,ios,interstitials,1865,886,587,557,492,343,921,645,633,594,457
2026-01-28,ios,series_widget_grid_3,4401,1763,1149,1098,997,714,1826,1244,1228,1151,898
2026-01-28,Android,ranking_page,2990,1872,1299,1208,1035,662,1936,1393,1332,1163,809
2026-01-28,ios,series_widget_grid_2,7551,3822,2435,2202,1961,1259,3927,2613,2434,2264,1550
2026-01-28,ios,ranking_page,374,218,177,172,154,117,227,187,191,180,146
2026-01-28,ios,genre_page,536,314,201,194,160,112,321,211,205,178,134
2026-01-28,Android,from_manage_subscription,69,37,20,19,15,9,37,21,19,15,9
2026-01-28,ios,from_undo_cancellation_screen,6,3,1,1,1,1,3,1,1,1,1
2026-01-28,Android,from_redirection,1,0,0,0,0,0,0,0,0,0,0
2026-01-28,both,search_results,94593,49567,27294,21198,18834,11728,50638,28713,22743,20808,13784
2026-01-28,both,hero_widget,55630,37762,27329,25579,23758,14467,38622,28794,27643,26462,16878
2026-01-28,both,series_widget_grid_2,197435,113103,68519,56779,49857,30192,115871,73082,62510,56880,36783
2026-01-28,both,from_mlt,70762,41460,26305,22535,19904,12025,42798,28602,25599,23517,15266
2026-01-28,both,series_widget_grid_3,101942,38012,25110,22585,20309,12923,39029,26674,24754,23059,15804
2026-01-28,both,continue_watching,153120,77935,71182,67807,64597,47318,79502,73570,71507,69997,53819
2026-01-28,both,from_notifications,13948,4308,2103,1632,1342,646,4479,2303,1912,1667,868
2026-01-28,both,search_landing_page,20749,6764,5009,4964,4681,3415,6956,5266,5307,5141,3964
2026-01-28,both,interstitials,58512,25155,16017,14143,12723,5858,26480,17592,16086,15086,7485
2026-01-28,both,genre_page,7333,4607,2654,2293,1901,1246,4755,2862,2543,2192,1527
2026-01-28,both,for_you_feed,12526,8078,6381,5826,5263,3329,8385,6874,6435,5989,4022
2026-01-28,both,ranking_page,3364,2090,1476,1380,1189,779,2163,1580,1523,1343,955
2026-01-28,both,series_landscape_carousel,2396,1708,1281,1161,1080,712,1747,1363,1275,1214,850
2026-01-28,both,from_manage_subscription,69,37,20,19,15,9,37,21,19,15,9
2026-01-28,both,from_undo_cancellation_screen,6,3,1,1,1,1,3,1,1,1,1
2026-01-28,both,from_redirection,1,0,0,0,0,0,0,0,0,0,0
2026-01-29,Android,continue_watching,161375,83029,75010,71130,68009,48084,84692,77442,74876,73521,54568
2026-01-29,Android,hero_widget,58959,39409,28024,26290,24549,14589,40222,29365,28105,26912,16857
2026-01-29,Android,series_widget_grid_3,107417,38003,24907,22291,20121,12576,39034,26505,24523,22961,15450
2026-01-29,ios,search_results,8236,4075,2606,2402,2247,1488,4177,2728,2590,2505,1795
2026-01-29,Android,search_results,97576,50137,26789,20361,18171,11208,51153,28193,21879,20072,13120
2026-01-29,Android,interstitials,60241,24329,14992,13066,11650,5098,25608,16481,14858,13867,6520
2026-01-29,Android,from_notifications,14067,4496,2198,1715,1393,661,4651,2401,1999,1710,879
2026-01-29,Android,series_widget_grid_2,211227,118288,71125,58734,51952,31306,121146,75644,64435,59110,38199
2026-01-29,ios,ranking_page,299,173,130,127,109,81,179,139,144,129,104
2026-01-29,Android,from_mlt,73430,41878,25764,22157,19591,11352,43061,27827,24935,23030,14233
2026-01-29,Android,for_you_feed,13161,8572,6669,6110,5481,3403,8856,7142,6698,6216,4080
2026-01-29,ios,interstitials,1741,752,493,486,436,260,786,541,549,518,337
2026-01-29,Android,search_landing_page,21629,6675,4973,4804,4525,3208,6869,5248,5161,4963,3715
2026-01-29,ios,series_widget_grid_2,8229,4147,2559,2301,2125,1353,4273,2737,2539,2462,1701
2026-01-29,Android,genre_page,7772,4821,2699,2306,2004,1269,4974,2878,2534,2298,1554
2026-01-29,ios,genre_page,547,330,187,180,163,116,348,202,199,195,148
2026-01-29,Android,ranking_page,3316,2104,1438,1294,1056,644,2159,1521,1417,1205,790
2026-01-29,ios,series_widget_grid_3,4634,1647,1117,1066,971,657,1717,1207,1197,1136,834
2026-01-29,Android,series_landscape_carousel,2602,1925,1412,1303,1228,796,1971,1502,1424,1377,947
2026-01-29,ios,from_mlt,2253,1590,1003,914,823,487,1610,1054,987,938,604
2026-01-29,ios,search_landing_page,1648,645,480,515,488,387,667,501,550,535,441
2026-01-29,Android,from_manage_subscription,122,66,41,32,27,20,66,43,34,30,23
2026-01-29,Android,from_redirection,1,0,0,0,0,0,0,0,0,0,0
2026-01-29,ios,from_undo_cancellation_screen,24,11,6,6,4,6,11,6,6,4,6
2026-01-29,both,continue_watching,161375,83029,75010,71130,68009,48084,84692,77442,74876,73521,54568
2026-01-29,both,series_widget_grid_3,112048,39650,26024,23357,21092,13233,40751,27712,25720,24097,16284
2026-01-29,both,search_results,105800,54212,29395,22763,20418,12696,55330,30921,24469,22577,14915
2026-01-29,both,series_widget_grid_2,219454,122435,73684,61035,54077,32659,125419,78381,66974,61572,39900
2026-01-29,both,interstitials,61982,25081,15485,13552,12086,5358,26394,17022,15407,14385,6857
2026-01-29,both,from_mlt,75683,43468,26767,23071,20414,11839,44671,28881,25922,23968,14837
2026-01-29,both,ranking_page,3615,2277,1568,1421,1165,725,2338,1660,1561,1334,894
2026-01-29,both,hero_widget,58959,39409,28024,26290,24549,14589,40222,29365,28105,26912,16857
2026-01-29,both,series_landscape_carousel,2602,1925,1412,1303,1228,796,1971,1502,1424,1377,947
2026-01-29,both,search_landing_page,23277,7320,5453,5319,5013,3595,7536,5749,5711,5498,4156
2026-01-29,both,from_notifications,14067,4496,2198,1715,1393,661,4651,2401,1999,1710,879
2026-01-29,both,for_you_feed,13161,8572,6669,6110,5481,3403,8856,7142,6698,6216,4080
2026-01-29,both,genre_page,8319,5151,2886,2486,2167,1385,5322,3080,2733,2493,1702
2026-01-29,both,from_manage_subscription,122,66,41,32,27,20,66,43,34,30,23
2026-01-29,both,from_undo_cancellation_screen,24,11,6,6,4,6,11,6,6,4,6
2026-01-29,both,from_redirection,1,0,0,0,0,0,0,0,0,0,0
2026-01-30,Android,search_results,95242,49764,27427,21408,19356,12262,50728,28734,22863,21263,14256
2026-01-30,Android,continue_watching,164483,85862,77021,73781,71063,51701,87535,79541,77656,76788,58904
2026-01-30,Android,series_widget_grid_2,219045,120745,73138,61005,54840,33929,123457,77869,67025,62359,41403
2026-01-30,Android,series_widget_grid_3,109164,39685,26367,23801,21541,13201,40782,28066,26104,24472,16121
2026-01-30,Android,from_mlt,74806,42768,26283,22611,20256,12002,44142,28507,25485,23730,15205
2026-01-30,Android,hero_widget,53309,34056,23699,22040,20519,13976,34848,24964,23748,22710,16246
2026-01-30,Android,for_you_feed,12918,8553,6675,6088,5563,3540,8887,7191,6734,6350,4292
2026-01-30,Android,genre_page,7239,4789,2643,2279,1957,1292,4910,2802,2486,2216,1557
2026-01-30,ios,search_results,9824,5130,3426,3329,3105,2047,5259,3617,3587,3484,2471
2026-01-30,Android,interstitials,62120,26321,16415,14355,13023,7870,27705,18177,16383,15440,10035
2026-01-30,Android,search_landing_page,25016,7839,5902,5867,5509,3735,8051,6183,6238,5990,4226
2026-01-30,Android,ranking_page,3267,2063,1369,1271,1082,623,2126,1451,1385,1201,760
2026-01-30,Android,from_notifications,14531,4606,2306,1801,1430,752,4780,2523,2081,1778,1104
2026-01-30,ios,series_widget_grid_2,8870,4509,2960,2737,2518,1626,4651,3212,3064,2944,2092
2026-01-30,ios,series_widget_grid_3,5538,2264,1621,1573,1433,995,2348,1742,1758,1678,1265
2026-01-30,Android,series_landscape_carousel,2657,2002,1557,1438,1336,828,2050,1648,1558,1505,1008
2026-01-30,ios,interstitials,2099,933,620,627,607,441,974,683,711,702,550
2026-01-30,ios,search_landing_page,2053,890,675,735,698,509,919,720,803,793,622
2026-01-30,ios,genre_page,628,414,246,223,219,148,427,260,245,244,179
2026-01-30,ios,from_mlt,2721,1840,1056,944,881,508,1872,1139,1057,1032,664
2026-01-30,ios,ranking_page,334,195,134,131,118,84,206,147,147,136,107
2026-01-30,Android,from_manage_subscription,130,64,40,39,29,19,66,42,42,36,26
2026-01-30,ios,from_undo_cancellation_screen,25,13,3,4,4,2,13,3,4,4,3
2026-01-30,Android,series_widget_horizontal,3,0,0,0,0,0,0,0,0,0,0
2026-01-30,Android,from_redirection,2,1,0,0,0,0,1,0,0,0,0
2026-01-30,both,series_widget_grid_3,114698,41949,27988,25374,22974,14196,43130,29808,27862,26150,17386
2026-01-30,both,series_widget_grid_2,227910,125254,76098,63742,57358,35555,128108,81081,70089,65303,43495
2026-01-30,both,interstitials,64219,27254,17035,14982,13630,8311,28679,18860,17094,16142,10585
2026-01-30,both,continue_watching,164483,85862,77021,73781,71063,51701,87535,79541,77656,76788,58904
2026-01-30,both,search_results,105043,54894,30853,24737,22461,14309,55987,32351,26450,24747,16727
2026-01-30,both,from_mlt,77527,44608,27339,23555,21137,12510,46014,29646,26542,24762,15869
2026-01-30,both,hero_widget,53309,34056,23699,22040,20519,13976,34848,24964,23748,22710,16246
2026-01-30,both,search_landing_page,27068,8729,6577,6602,6207,4244,8970,6903,7041,6783,4848
2026-01-30,both,from_notifications,14531,4606,2306,1801,1430,752,4780,2523,2081,1778,1104
2026-01-30,both,for_you_feed,12918,8553,6675,6088,5563,3540,8887,7191,6734,6350,4292
2026-01-30,both,genre_page,7867,5203,2889,2502,2176,1440,5337,3062,2731,2460,1736
2026-01-30,both,ranking_page,3601,2258,1503,1402,1200,707,2332,1598,1532,1337,867
2026-01-30,both,series_landscape_carousel,2657,2002,1557,1438,1336,828,2050,1648,1558,1505,1008
2026-01-30,both,from_manage_subscription,130,64,40,39,29,19,66,42,42,36,26
2026-01-30,both,from_undo_cancellation_screen,25,13,3,4,4,2,13,3,4,4,3
2026-01-30,both,series_widget_horizontal,3,0,0,0,0,0,0,0,0,0,0
2026-01-30,both,from_redirection,2,1,0,0,0,0,1,0,0,0,0
2026-01-31,ios,series_widget_grid_2,10689,5657,3778,3615,3324,2306,5834,4069,4006,3808,2851
2026-01-31,Android,continue_watching,160837,83030,74558,71488,68672,50823,84792,77242,75507,74487,58073
2026-01-31,Android,from_mlt,70718,40003,24579,21045,18730,11298,41277,26696,23822,22097,14387
2026-01-31,Android,series_widget_grid_2,215742,117722,72219,60854,54515,33836,120480,76877,66800,61806,40972
2026-01-31,Android,search_results,89818,46617,24984,19410,17498,11101,47565,26334,20807,19226,12839
2026-01-31,Android,series_widget_grid_3,101021,37500,25153,22727,20652,12749,38538,26822,24994,23457,15500
2026-01-31,Android,hero_widget,46512,28484,19152,17645,16307,10811,29197,20287,19136,18185,12618
2026-01-31,Android,interstitials,59729,24793,15369,13316,11871,7598,26211,17048,15243,14189,9901
2026-01-31,Android,for_you_feed,11975,7969,6168,5633,5156,3300,8276,6617,6191,5822,3943
2026-01-31,Android,ranking_page,3044,1937,1313,1212,1030,695,2016,1422,1347,1172,848
2026-01-31,Android,search_landing_page,23318,7604,5790,5747,5420,3393,7798,6075,6120,5897,3853
2026-01-31,Android,from_notifications,14458,4390,2186,1672,1348,775,4574,2394,1941,1641,1035
2026-01-31,ios,interstitials,2025,895,597,611,547,222,918,644,676,630,275
2026-01-31,ios,search_results,10165,5510,3705,3518,3280,2298,5635,3906,3790,3679,2755
2026-01-31,ios,series_widget_grid_3,6419,2680,1996,1945,1792,1296,2786,2163,2167,2060,1581
2026-01-31,Android,genre_page,7046,4581,2555,2195,1964,1281,4719,2752,2439,2221,1538
2026-01-31,ios,from_mlt,3079,2144,1281,1124,1057,697,2174,1353,1237,1226,860
2026-01-31,Android,series_landscape_carousel,2807,2019,1597,1453,1365,910,2072,1694,1593,1540,1110
2026-01-31,ios,ranking_page,378,225,166,162,147,103,233,176,174,161,125
2026-01-31,Android,from_redirection,1730,1263,1038,871,733,417,1275,1062,913,791,477
2026-01-31,ios,search_landing_page,1880,781,561,624,612,411,815,604,678,683,481
2026-01-31,ios,genre_page,702,490,303,275,275,187,499,316,294,302,223
2026-01-31,Android,from_manage_subscription,115,61,40,34,30,20,62,43,37,34,24
2026-01-31,ios,from_undo_cancellation_screen,25,16,4,6,5,3,16,5,7,6,4
2026-01-31,both,series_widget_grid_2,226428,123379,75997,64469,57839,36142,126314,80946,70806,65614,43823
2026-01-31,both,hero_widget,46512,28484,19152,17645,16307,10811,29197,20287,19136,18185,12618
2026-01-31,both,search_results,99966,52127,28689,22928,20778,13399,53200,30240,24597,22905,15594
2026-01-31,both,series_widget_grid_3,107429,40180,27149,24672,22444,14045,41324,28985,27161,25517,17081
2026-01-31,both,continue_watching,160837,83030,74558,71488,68672,50823,84792,77242,75507,74487,58073
2026-01-31,both,genre_page,7748,5071,2858,2470,2239,1468,5218,3068,2733,2523,1761
2026-01-31,both,interstitials,61754,25688,15966,13927,12418,7820,27129,17692,15919,14819,10176
2026-01-31,both,from_mlt,73796,42147,25860,22169,19787,11995,43451,28049,25059,23323,15247
2026-01-31,both,from_notifications,14458,4390,2186,1672,1348,775,4574,2394,1941,1641,1035
2026-01-31,both,for_you_feed,11975,7969,6168,5633,5156,3300,8276,6617,6191,5822,3943
2026-01-31,both,search_landing_page,25197,8385,6351,6371,6032,3804,8613,6679,6798,6580,4334
2026-01-31,both,ranking_page,3422,2162,1479,1374,1177,798,2249,1598,1521,1333,973
2026-01-31,both,series_landscape_carousel,2807,2019,1597,1453,1365,910,2072,1694,1593,1540,1110
2026-01-31,both,from_redirection,1730,1263,1038,871,733,417,1275,1062,913,791,477
2026-01-31,both,from_undo_cancellation_screen,25,16,4,6,5,3,16,5,7,6,4
2026-01-31,both,from_manage_subscription,115,61,40,34,30,20,62,43,37,34,24
2026-02-01,Android,series_widget_grid_2,231032,125864,77326,65381,58869,36406,128688,82017,71352,66281,43794
2026-02-01,Android,search_results,97771,51191,28156,21920,19665,12484,52141,29530,23435,21616,14480
2026-02-01,Android,series_widget_grid_3,108356,39804,26965,24564,22328,13882,40840,28618,26804,25133,16698
2026-02-01,Android,continue_watching,165031,86102,77026,73407,70302,51735,87796,79561,77238,75858,58505
2026-02-01,Android,interstitials,60394,24767,14941,12882,11676,6976,26035,16435,14578,13691,8676
2026-02-01,Android,hero_widget,47529,28898,19355,17792,16446,10586,29518,20406,19214,18279,12273
2026-02-01,ios,series_widget_grid_3,6474,2799,2070,2045,1869,1310,2902,2220,2259,2148,1612
2026-02-01,Android,from_mlt,75634,42449,26358,22585,19779,11726,43732,28410,25333,23074,14773
2026-02-01,Android,from_notifications,14245,4408,2192,1693,1323,715,4593,2424,1991,1638,995
2026-02-01,Android,search_landing_page,25694,8028,6245,6142,5794,3408,8261,6548,6543,6300,3905
2026-02-01,ios,series_widget_grid_2,11313,6091,4132,3848,3584,2458,6268,4432,4257,4116,3006
2026-02-01,Android,ranking_page,3026,1898,1305,1203,1045,706,1959,1395,1325,1165,841
2026-02-01,Android,genre_page,7596,4969,2670,2269,2009,1289,5105,2907,2535,2298,1538
2026-02-01,ios,from_mlt,3409,2315,1422,1276,1178,724,2349,1510,1405,1335,888
2026-02-01,ios,search_results,10689,5923,4010,3713,3519,2570,6043,4220,3995,3923,3039
2026-02-01,ios,interstitials,1992,822,537,570,531,277,852,580,627,613,344
2026-02-01,Android,for_you_feed,12717,8386,6487,5898,5365,3444,8713,6989,6547,6159,4158
2026-02-01,Android,from_redirection,2231,1623,1288,1092,931,544,1631,1317,1136,993,624
2026-02-01,ios,genre_page,768,547,313,287,281,182,565,336,310,317,227
2026-02-01,Android,series_landscape_carousel,2970,2207,1676,1564,1475,998,2253,1780,1708,1657,1203
2026-02-01,ios,search_landing_page,1919,777,593,636,620,303,800,628,686,688,353
2026-02-01,ios,ranking_page,365,232,171,167,140,98,240,185,191,169,130
2026-02-01,Android,from_manage_subscription,151,76,60,54,45,30,78,63,58,51,38
2026-02-01,ios,from_undo_cancellation_screen,37,21,8,8,9,6,21,8,9,10,7
2026-02-01,both,continue_watching,165031,86102,77026,73407,70302,51735,87796,79561,77238,75858,58505
2026-02-01,both,series_widget_grid_2,242342,131955,81458,69229,62453,38864,134956,86449,75609,70397,46800
2026-02-01,both,search_results,108449,57114,32166,25633,23184,15054,58184,33750,27430,25539,17519
2026-02-01,both,from_mlt,79043,44764,27780,23861,20957,12450,46081,29920,26738,24409,15661
2026-02-01,both,from_notifications,14245,4408,2192,1693,1323,715,4593,2424,1991,1638,995
2026-02-01,both,interstitials,62386,25589,15478,13452,12207,7253,26887,17015,15205,14304,9020
2026-02-01,both,series_widget_grid_3,114827,42603,29035,26609,24197,15192,43742,30838,29063,27281,18310
2026-02-01,both,hero_widget,47529,28898,19355,17792,16446,10586,29518,20406,19214,18279,12273
2026-02-01,both,from_redirection,2231,1623,1288,1092,931,544,1631,1317,1136,993,624
2026-02-01,both,search_landing_page,27612,8805,6838,6778,6414,3711,9061,7176,7229,6988,4258
2026-02-01,both,for_you_feed,12717,8386,6487,5898,5365,3444,8713,6989,6547,6159,4158
2026-02-01,both,ranking_page,3389,2130,1476,1370,1185,804,2199,1580,1516,1334,971
2026-02-01,both,series_landscape_carousel,2970,2207,1676,1564,1475,998,2253,1780,1708,1657,1203
2026-02-01,both,genre_page,8364,5516,2983,2556,2290,1471,5670,3243,2845,2615,1765
2026-02-01,both,from_manage_subscription,151,76,60,54,45,30,78,63,58,51,38
2026-02-01,both,from_undo_cancellation_screen,37,21,8,8,9,6,21,8,9,10,7
2026-02-02,Android,search_results,93930,48874,26714,20524,18346,11582,49825,28126,22026,20284,13641
2026-02-02,Android,continue_watching,164414,84124,75583,71974,69119,50396,85884,78245,75971,74767,57251
2026-02-02,Android,series_widget_grid_3,110725,39618,26814,24432,22339,13770,40806,28577,26797,25278,16609
2026-02-02,Android,series_widget_grid_2,236391,124808,77506,65478,58261,36205,128019,82662,71944,66184,43909
2026-02-02,Android,from_mlt,81754,44383,26936,23035,20404,11520,45967,29357,26091,24126,14597
2026-02-02,Android,genre_page,7222,4598,2482,2121,1853,1174,4719,2672,2350,2119,1421
2026-02-02,Android,for_you_feed,12387,8097,6217,5699,5183,3334,8399,6688,6273,5899,3997
2026-02-02,Android,interstitials,59642,22974,13769,11829,10710,6138,24232,15228,13474,12667,7791
2026-02-02,Android,search_landing_page,27321,8471,6470,6359,5986,3591,8709,6788,6759,6521,4090
2026-02-02,ios,series_widget_grid_2,10980,5893,4086,3814,3480,2344,6061,4359,4228,4024,2905
2026-02-02,ios,from_mlt,3353,2296,1341,1202,1154,687,2341,1433,1328,1340,830
2026-02-02,Android,hero_widget,46808,28804,19464,17961,16637,10886,29524,20560,19516,18584,12887
2026-02-02,ios,interstitials,1808,718,481,486,439,149,750,525,547,511,179
2026-02-02,ios,series_widget_grid_3,6035,2642,1930,1858,1730,1192,2740,2074,2061,1994,1483
2026-02-02,Android,from_notifications,14571,4252,2110,1614,1278,630,4423,2324,1902,1597,859
2026-02-02,Android,ranking_page,2372,1582,1049,965,820,550,1626,1116,1035,900,626
2026-02-02,ios,search_results,9732,5452,3603,3381,3173,2219,5570,3781,3672,3576,2693
2026-02-02,Android,from_redirection,13586,9606,7655,6312,5323,3081,9780,7959,6799,5970,3832
2026-02-02,ios,search_landing_page,1874,820,627,677,636,395,849,669,745,733,503
2026-02-02,Android,series_landscape_carousel,3012,2134,1675,1563,1456,986,2200,1787,1721,1663,1201
2026-02-02,ios,genre_page,756,502,306,271,237,164,512,327,301,281,212
2026-02-02,Android,from_manage_subscription,119,65,37,36,35,20,70,40,39,39,24
2026-02-02,ios,from_undo_cancellation_screen,30,18,7,8,7,5,18,7,9,9,6
2026-02-02,ios,ranking_page,272,184,138,140,122,85,192,146,154,138,103
2026-02-02,both,continue_watching,164414,84124,75583,71974,69119,50396,85884,78245,75971,74767,57251
2026-02-02,both,search_results,103651,54326,30317,23905,21519,13801,55395,31907,25698,23860,16334
2026-02-02,both,from_mlt,85107,46679,28277,24237,21558,12207,48308,30790,27419,25466,15427
2026-02-02,both,series_widget_grid_2,247362,130701,81592,69292,61741,38549,134080,87021,76172,70208,46814
2026-02-02,both,hero_widget,46808,28804,19464,17961,16637,10886,29524,20560,19516,18584,12887
2026-02-02,both,interstitials,61450,23692,14250,12315,11149,6287,24982,15753,14021,13178,7970
2026-02-02,both,series_widget_grid_3,116757,42260,28744,26290,24069,14962,43546,30651,28858,27272,18092
2026-02-02,both,search_landing_page,29194,9291,7097,7036,6622,3986,9558,7457,7504,7254,4593
2026-02-02,both,for_you_feed,12387,8097,6217,5699,5183,3334,8399,6688,6273,5899,3997
2026-02-02,both,from_redirection,13586,9606,7655,6312,5323,3081,9780,7959,6799,5970,3832
2026-02-02,both,from_notifications,14571,4252,2110,1614,1278,630,4423,2324,1902,1597,859
2026-02-02,both,series_landscape_carousel,3012,2134,1675,1563,1456,986,2200,1787,1721,1663,1201
2026-02-02,both,ranking_page,2644,1766,1187,1105,942,635,1818,1262,1189,1038,729
2026-02-02,both,genre_page,7978,5100,2788,2392,2090,1338,5231,2999,2651,2400,1633
2026-02-02,both,from_manage_subscription,119,65,37,36,35,20,70,40,39,39,24
2026-02-02,both,from_undo_cancellation_screen,30,18,7,8,7,5,18,7,9,9,6
2026-02-03,Android,interstitials,58046,23325,13525,11552,10448,6372,24564,14977,13206,12388,8051
2026-02-03,Android,search_results,89212,46958,25578,19544,17310,11201,47852,26812,20908,19051,13024
2026-02-03,Android,series_widget_grid_3,101438,37698,25536,23144,21017,13150,38724,27187,25361,23797,15842
2026-02-03,Android,continue_watching,157070,80792,72843,69917,67008,49399,82450,75280,73646,72401,55931
2026-02-03,Android,series_widget_grid_2,222598,120866,75075,63514,56247,34726,123772,79784,69386,63540,41916
2026-02-03,Android,from_mlt,73658,41871,25283,21620,19267,11122,43260,27431,24389,22565,14156
2026-02-03,ios,search_landing_page,1826,836,608,668,637,419,861,646,724,711,507
2026-02-03,Android,search_landing_page,26680,8311,6388,6335,5932,3614,8505,6670,6713,6426,4081
2026-02-03,ios,from_mlt,3521,2428,1433,1267,1222,750,2464,1527,1409,1406,931
2026-02-03,Android,from_notifications,14124,4126,1946,1483,1197,614,4285,2152,1726,1475,830
2026-02-03,ios,search_results,10688,6029,4021,3728,3443,2490,6167,4202,3996,3841,2949
2026-02-03,Android,hero_widget,46739,29621,20103,18630,17341,11823,30327,21215,20126,19202,13793
2026-02-03,Android,from_redirection,23472,16857,13411,11080,9509,5560,17097,13868,11774,10445,6578
2026-02-03,ios,series_widget_grid_3,6437,2939,2270,2232,2050,1462,3021,2392,2415,2314,1760
2026-02-03,Android,for_you_feed,12100,8072,6192,5612,5083,3250,8341,6635,6189,5801,3925
2026-02-03,Android,series_landscape_carousel,2879,2142,1669,1545,1433,962,2189,1770,1686,1620,1155
2026-02-03,Android,genre_page,6775,4328,2422,2050,1765,1141,4450,2597,2259,2018,1357
2026-02-03,ios,series_widget_grid_2,11786,6536,4459,4130,3756,2585,6703,4737,4526,4285,3159
2026-02-03,Android,ranking_page,2017,1346,892,845,722,467,1378,941,910,795,546
2026-02-03,ios,ranking_page,234,169,115,114,97,69,175,125,128,118,89
2026-02-03,Android,from_manage_subscription,109,51,30,21,23,16,51,32,25,28,21
2026-02-03,ios,genre_page,923,562,353,328,290,200,587,378,366,345,241
2026-02-03,ios,interstitials,2006,813,506,549,531,302,850,549,608,599,371
2026-02-03,ios,from_undo_cancellation_screen,36,18,8,8,7,6,18,8,8,8,6
2026-02-03,Android,series_widget_horizontal,2,1,0,0,0,0,1,0,0,0,0
2026-02-03,both,hero_widget,46739,29621,20103,18630,17341,11823,30327,21215,20126,19202,13793
2026-02-03,both,series_widget_grid_2,234376,127402,79534,67644,60003,37311,130475,84521,73912,67825,45075
2026-02-03,both,series_widget_grid_3,107872,40637,27806,25376,23067,14612,41745,29579,27776,26111,17602
2026-02-03,both,from_mlt,77178,44299,26716,22887,20489,11872,45724,28958,25798,23971,15087
2026-02-03,both,continue_watching,157070,80792,72843,69917,67008,49399,82450,75280,73646,72401,55931
2026-02-03,both,from_redirection,23472,16857,13411,11080,9509,5560,17097,13868,11774,10445,6578
2026-02-03,both,search_results,99883,52987,29599,23272,20753,13691,54019,31014,24904,22892,15973
2026-02-03,both,from_notifications,14124,4126,1946,1483,1197,614,4285,2152,1726,1475,830
2026-02-03,both,for_you_feed,12100,8072,6192,5612,5083,3250,8341,6635,6189,5801,3925
2026-02-03,both,interstitials,60052,24138,14031,12101,10979,6674,25414,15526,13814,12987,8422
2026-02-03,both,search_landing_page,28504,9147,6996,7003,6569,4033,9366,7316,7437,7137,4588
2026-02-03,both,genre_page,7697,4890,2775,2378,2055,1341,5037,2975,2625,2363,1598
2026-02-03,both,ranking_page,2251,1515,1007,959,819,536,1553,1066,1038,913,635
2026-02-03,both,from_undo_cancellation_screen,36,18,8,8,7,6,18,8,8,8,6
2026-02-03,both,series_landscape_carousel,2879,2142,1669,1545,1433,962,2189,1770,1686,1620,1155
2026-02-03,both,from_manage_subscription,109,51,30,21,23,16,51,32,25,28,21
2026-02-03,both,series_widget_horizontal,2,1,0,0,0,0,1,0,0,0,0
2026-02-04,Android,series_widget_grid_2,211266,117788,72951,61405,54131,33375,120704,77504,67280,61651,40777
2026-02-04,Android,series_widget_grid_3,95755,37462,25372,22945,20770,13098,38478,26935,25066,23487,15827
2026-02-04,Android,continue_watching,152872,77793,69892,66653,64056,47497,79347,72214,70237,69354,53877
2026-02-04,Android,from_redirection,36769,26712,21434,17835,15389,9308,27077,22083,18806,16720,10749
2026-02-04,Android,hero_widget,43566,27790,18939,17547,16286,10972,28438,19987,18921,18053,12764
2026-02-04,Android,interstitials,55414,22748,13286,11224,10243,6161,23858,14566,12752,12092,7818
2026-02-04,ios,series_widget_grid_2,10717,5795,4024,3735,3325,2214,6018,4311,4150,3893,2792
2026-02-04,Android,from_mlt,39324,21850,12898,11160,10054,6373,22401,13681,12090,11101,7289
2026-02-04,Android,search_landing_page,24575,7867,6020,5973,5537,3273,8059,6268,6325,6017,3704
2026-02-04,ios,search_results,9716,5453,3520,3203,2955,1990,5626,3686,3419,3303,2402
2026-02-04,Android,from_notifications,14097,4095,1870,1440,1166,612,4272,2071,1662,1404,812
2026-02-04,Android,search_results,83636,44578,24118,18278,16201,10302,45420,25294,19570,17892,12053
2026-02-04,Android,for_you_feed,12163,8085,6186,5573,5073,3250,8367,6593,6120,5759,3922
2026-02-04,ios,from_mlt,3052,2120,1261,1106,1030,651,2162,1334,1214,1188,810
2026-02-04,ios,genre_page,903,533,315,271,250,170,554,331,301,300,212
2026-02-04,ios,interstitials,1945,820,523,555,512,296,856,573,613,583,356
2026-02-04,ios,series_widget_grid_3,5879,2831,2130,2054,1842,1293,2906,2251,2247,2102,1594
2026-02-04,ios,search_landing_page,1686,755,570,604,565,360,780,601,650,621,415
2026-02-04,Android,series_landscape_carousel,2822,2123,1667,1552,1423,949,2164,1757,1681,1599,1121
2026-02-04,Android,ranking_page,1996,1264,832,773,638,417,1285,879,839,718,490
2026-02-04,Android,genre_page,6808,4393,2379,1995,1698,1066,4509,2522,2195,1945,1296
2026-02-04,ios,from_undo_cancellation_screen,41,24,9,9,9,7,24,9,9,9,7
2026-02-04,Android,from_manage_subscription,113,63,40,35,30,23,63,42,39,35,26
2026-02-04,ios,ranking_page,206,149,102,88,80,55,155,114,102,97,74
2026-02-04,Android,series_widget_horizontal,6,3,0,0,0,0,3,0,0,0,0
2026-02-04,both,series_widget_grid_2,221977,123583,76975,65140,57456,35589,126722,81815,71430,65544,43569
2026-02-04,both,search_results,93339,50031,27638,21481,19156,12292,51046,28980,22989,21195,14455
