source_click_dt,clientType,source,total_user_series,ep2_same_day_users,ep10_same_day_users,ep20_same_day_users,ep30_same_day_users,ep50_same_day_users,ep2_3day_users,ep10_3day_users,ep20_3day_users,ep30_3day_users,ep50_3day_users
2026-02-04,both,search_landing_page,26261,8622,6590,6577,6102,3633,8839,6869,6975,6638,4119
2026-02-04,both,from_notifications,14097,4095,1870,1440,1166,612,4272,2071,1662,1404,812
2026-02-04,both,series_widget_grid_3,101632,40293,27502,24999,22612,14391,41384,29186,27313,25589,17421
2026-02-04,both,continue_watching,152872,77793,69892,66653,64056,47497,79347,72214,70237,69354,53877
2026-02-04,both,hero_widget,43566,27790,18939,17547,16286,10972,28438,19987,18921,18053,12764
2026-02-04,both,interstitials,57359,23568,13809,11779,10755,6457,24714,15139,13365,12675,8174
2026-02-04,both,from_mlt,42376,23970,14159,12266,11084,7024,24563,15015,13304,12289,8099
2026-02-04,both,from_redirection,36769,26712,21434,17835,15389,9308,27077,22083,18806,16720,10749
2026-02-04,both,series_landscape_carousel,2822,2123,1667,1552,1423,949,2164,1757,1681,1599,1121
2026-02-04,both,for_you_feed,12163,8085,6186,5573,5073,3250,8367,6593,6120,5759,3922
2026-02-04,both,genre_page,7711,4926,2694,2266,1948,1236,5063,2853,2496,2245,1508
2026-02-04,both,ranking_page,2202,1413,934,861,718,472,1440,993,941,815,564
2026-02-04,both,from_undo_cancellation_screen,41,24,9,9,9,7,24,9,9,9,7
2026-02-04,both,from_manage_subscription,113,63,40,35,30,23,63,42,39,35,26
2026-02-04,both,series_widget_horizontal,6,3,0,0,0,0,3,0,0,0,0
2026-02-05,Android,continue_watching,148208,75542,67975,65127,62743,46287,77001,70106,68504,67770,52549
2026-02-05,Android,series_widget_grid_2,191863,110195,66925,55833,49532,30944,112765,71072,61099,56125,37216
2026-02-05,Android,search_results,82436,44220,23893,18323,16408,10190,45028,25061,19675,18169,11957
2026-02-05,Android,series_widget_grid_3,96037,36559,24135,21772,19701,12400,37483,25603,23755,22273,15045
2026-02-05,Android,hero_widget,50397,33417,23555,21845,20203,12691,34122,24737,23544,22418,14882
2026-02-05,Android,interstitials,53724,21957,12917,11064,10016,5957,23084,14216,12591,11826,7546
2026-02-05,Android,from_notifications,13760,4005,1887,1432,1144,633,4164,2065,1650,1389,873
2026-02-05,Android,for_you_feed,11558,7581,5814,5287,4787,3156,7856,6254,5852,5478,3810
2026-02-05,Android,search_landing_page,25055,7980,6203,6165,5766,3479,8169,6470,6506,6215,3916
2026-02-05,ios,search_results,9832,5513,3457,3056,2750,1794,5646,3633,3307,3141,2224
2026-02-05,ios,series_widget_grid_3,5728,2485,1833,1728,1588,1117,2563,1952,1905,1823,1400
2026-02-05,Android,series_widget_horizontal,7769,4187,2191,1610,1419,878,4301,2377,1836,1677,1140
2026-02-05,Android,from_redirection,38367,27884,22124,18296,15870,9572,28259,22724,19251,17248,11020
2026-02-05,ios,series_widget_grid_2,10548,5742,3797,3411,3124,2119,5929,4035,3756,3610,2622
2026-02-05,Android,from_mlt,17576,7708,3455,2828,2452,1516,7989,3804,3234,2907,1945
2026-02-05,ios,interstitials,1903,730,443,457,418,236,767,489,514,487,299
2026-02-05,Android,genre_page,6283,4028,2182,1871,1572,1019,4144,2318,2036,1802,1242
2026-02-05,ios,genre_page,818,505,301,259,248,150,534,323,283,288,191
2026-02-05,ios,from_mlt,3317,2396,1384,1181,1116,741,2433,1476,1333,1314,934
2026-02-05,Android,series_landscape_carousel,2415,1762,1329,1237,1159,708,1806,1412,1348,1304,852
2026-02-05,ios,search_landing_page,1592,641,451,501,457,268,657,473,535,505,316
2026-02-05,Android,ranking_page,1910,1241,774,690,614,378,1266,818,743,681,439
2026-02-05,Android,from_manage_subscription,113,71,50,40,35,26,71,52,42,37,27
2026-02-05,ios,from_undo_cancellation_screen,46,25,9,8,9,5,25,10,10,11,7
2026-02-05,ios,ranking_page,215,147,88,85,77,53,148,93,94,87,66
2026-02-05,both,interstitials,55627,22687,13360,11521,10434,6193,23851,14705,13105,12313,7845
2026-02-05,both,from_redirection,38367,27884,22124,18296,15870,9572,28259,22724,19251,17248,11020
2026-02-05,both,continue_watching,148208,75542,67975,65127,62743,46287,77001,70106,68504,67770,52549
2026-02-05,both,series_widget_grid_3,101761,39044,25968,23500,21289,13517,40046,27555,25660,24096,16445
2026-02-05,both,search_results,92251,49733,27350,21379,19158,11984,50674,28694,22982,21310,14181
2026-02-05,both,genre_page,7101,4533,2483,2130,1820,1169,4678,2641,2319,2090,1433
2026-02-05,both,hero_widget,50397,33417,23555,21845,20203,12691,34122,24737,23544,22418,14882
2026-02-05,both,series_widget_grid_2,202406,115937,70722,59244,52656,33063,118694,75107,64855,59735,39838
2026-02-05,both,from_mlt,20893,10104,4839,4009,3568,2257,10422,5280,4567,4221,2879
2026-02-05,both,from_notifications,13760,4005,1887,1432,1144,633,4164,2065,1650,1389,873
2026-02-05,both,search_landing_page,26646,8621,6654,6666,6223,3747,8826,6943,7041,6720,4232
2026-02-05,both,for_you_feed,11558,7581,5814,5287,4787,3156,7856,6254,5852,5478,3810
2026-02-05,both,series_widget_horizontal,7769,4187,2191,1610,1419,878,4301,2377,1836,1677,1140
2026-02-05,both,series_landscape_carousel,2415,1762,1329,1237,1159,708,1806,1412,1348,1304,852
2026-02-05,both,from_manage_subscription,113,71,50,40,35,26,71,52,42,37,27
2026-02-05,both,ranking_page,2125,1388,862,775,691,431,1414,911,837,768,505
2026-02-05,both,from_undo_cancellation_screen,46,25,9,8,9,5,25,10,10,11,7
2026-02-06,Android,hero_widget,53841,37207,27292,25701,23821,14205,37888,28565,27496,26140,16439
2026-02-06,Android,series_widget_grid_3,88517,34749,22957,20412,18476,11859,35582,24350,22333,20938,14552
2026-02-06,Android,continue_watching,140781,71438,64023,61545,59754,44013,72856,66168,64898,64604,50144
2026-02-06,Android,series_widget_grid_2,172129,103629,60998,50375,45076,28308,105792,64850,55380,51349,34601
2026-02-06,Android,search_results,75946,41751,22535,17245,15483,9846,42556,23714,18530,17109,11442
2026-02-06,Android,series_landscape_carousel,2117,1597,1211,1116,1036,659,1627,1272,1198,1141,794
2026-02-06,Android,for_you_feed,10773,7433,5686,5141,4682,3070,7667,6054,5632,5264,3657
2026-02-06,Android,interstitials,51919,21847,13362,11572,10538,6471,22981,14727,13149,12380,8236
2026-02-06,Android,from_redirection,37170,27045,21333,17906,15517,9489,27401,21970,18838,16827,10853
2026-02-06,Android,from_notifications,13285,4017,1953,1523,1166,637,4177,2153,1770,1468,992
2026-02-06,ios,series_widget_grid_2,9399,5364,3418,3003,2777,1894,5518,3683,3336,3210,2354
2026-02-06,Android,search_landing_page,19992,6474,4879,4780,4446,2808,6650,5093,5083,4841,3195
2026-02-06,ios,search_results,8801,5126,3223,2872,2733,1689,5206,3344,3059,3006,1980
2026-02-06,Android,from_mlt,15299,6612,2760,2244,1956,1144,6835,3026,2549,2281,1458
2026-02-06,Android,genre_page,5746,3796,1947,1663,1472,932,3862,2069,1812,1655,1103
2026-02-06,Android,series_widget_horizontal,7237,4073,2242,1730,1554,985,4175,2426,1949,1829,1248
2026-02-06,ios,series_widget_grid_3,5215,2366,1802,1684,1513,1093,2433,1921,1870,1763,1389
2026-02-06,ios,genre_page,674,460,244,208,219,149,473,260,231,250,181
2026-02-06,Android,ranking_page,1763,1164,748,685,595,380,1181,788,739,657,438
2026-02-06,ios,from_mlt,3222,2285,1357,1196,1121,744,2318,1437,1308,1281,910
2026-02-06,ios,interstitials,1733,684,411,429,403,228,713,447,473,461,288
2026-02-06,ios,search_landing_page,1666,695,507,566,533,333,716,537,612,595,393
2026-02-06,ios,ranking_page,206,143,97,88,81,56,147,105,100,95,70
2026-02-06,Android,from_manage_subscription,112,57,33,30,21,14,59,36,34,25,19
2026-02-06,ios,from_undo_cancellation_screen,50,22,12,11,10,4,22,13,13,12,6
2026-02-06,both,continue_watching,140781,71438,64023,61545,59754,44013,72856,66168,64898,64604,50144
2026-02-06,both,series_widget_grid_2,181524,108993,64416,53378,47853,30202,111310,68533,58716,54559,36955
2026-02-06,both,interstitials,53652,22531,13773,12001,10941,6699,23694,15174,13622,12841,8524
2026-02-06,both,series_widget_grid_3,93729,37115,24759,22096,19989,12952,38015,26271,24203,22701,15941
2026-02-06,both,search_landing_page,21657,7169,5386,5346,4979,3141,7366,5630,5695,5436,3588
2026-02-06,both,search_results,84738,46877,25758,20117,18216,11535,47762,27058,21589,20115,13422
2026-02-06,both,hero_widget,53841,37207,27292,25701,23821,14205,37888,28565,27496,26140,16439
2026-02-06,both,from_redirection,37170,27045,21333,17906,15517,9489,27401,21970,18838,16827,10853
2026-02-06,both,from_mlt,18521,8897,4117,3440,3077,1888,9153,4463,3857,3562,2368
2026-02-06,both,ranking_page,1969,1307,845,773,676,436,1328,893,839,752,508
2026-02-06,both,series_landscape_carousel,2117,1597,1211,1116,1036,659,1627,1272,1198,1141,794
2026-02-06,both,series_widget_horizontal,7237,4073,2242,1730,1554,985,4175,2426,1949,1829,1248
2026-02-06,both,from_notifications,13285,4017,1953,1523,1166,637,4177,2153,1770,1468,992
2026-02-06,both,for_you_feed,10773,7433,5686,5141,4682,3070,7667,6054,5632,5264,3657
2026-02-06,both,genre_page,6420,4256,2191,1871,1691,1081,4335,2329,2043,1905,1284
2026-02-06,both,from_manage_subscription,112,57,33,30,21,14,59,36,34,25,19
2026-02-06,both,from_undo_cancellation_screen,50,22,12,11,10,4,22,13,13,12,6
2026-02-07,Android,continue_watching,135185,68804,61881,59531,57467,43278,70207,64040,62930,62466,49607
2026-02-07,Android,from_redirection,36341,26623,20935,17670,15317,9370,26945,21506,18503,16495,10628
2026-02-07,Android,search_results,71157,38666,20567,15986,14422,9371,39373,21573,17080,15801,10795
2026-02-07,Android,interstitials,49746,21611,13540,11719,10569,6677,22641,14909,13343,12518,8547
2026-02-07,Android,series_widget_grid_2,162490,97103,57285,47348,42380,26857,99203,61056,52135,48271,32683
2026-02-07,Android,genre_page,5485,3688,1907,1578,1389,892,3752,2001,1698,1542,1035
2026-02-07,Android,for_you_feed,10025,6860,5252,4726,4296,2828,7043,5603,5217,4871,3415
2026-02-07,Android,series_widget_grid_3,81983,32120,21165,18799,16922,11178,32930,22443,20629,19294,13701
2026-02-07,Android,search_landing_page,19487,6396,4816,4701,4291,2624,6548,5028,4995,4683,2968
2026-02-07,Android,hero_widget,52754,36743,27052,25382,23403,14548,37472,28366,27261,25841,17101
2026-02-07,ios,series_widget_grid_2,8788,5087,3195,2771,2580,1690,5212,3410,3045,2937,2066
2026-02-07,Android,series_widget_horizontal,6950,3821,2177,1709,1461,972,3920,2348,1901,1692,1209
2026-02-07,Android,from_manage_subscription,95,47,25,28,20,15,49,26,29,24,18
2026-02-07,Android,from_mlt,13752,5738,2315,1847,1557,957,5968,2588,2151,1880,1286
2026-02-07,Android,from_notifications,14262,4346,2118,1683,1368,842,4533,2353,1960,1684,1230
2026-02-07,ios,search_results,7864,4627,2854,2486,2319,1426,4709,2975,2647,2564,1672
2026-02-07,ios,series_widget_grid_3,4757,2079,1578,1502,1335,1002,2140,1691,1655,1531,1236
2026-02-07,ios,search_landing_page,1623,715,538,597,538,325,737,568,638,593,385
2026-02-07,ios,from_mlt,2920,2085,1312,1110,982,639,2120,1386,1219,1118,781
2026-02-07,Android,ranking_page,1730,1133,725,652,566,356,1153,761,705,635,439
2026-02-07,ios,interstitials,1538,663,404,422,383,207,695,445,483,457,281
2026-02-07,ios,ranking_page,209,133,79,76,66,42,139,89,91,80,57
2026-02-07,Android,series_landscape_carousel,2097,1531,1150,1042,971,607,1557,1215,1133,1091,737
2026-02-07,ios,genre_page,734,539,249,214,205,128,545,264,239,239,159
2026-02-07,ios,from_undo_cancellation_screen,47,22,7,8,8,5,23,8,10,10,7
2026-02-07,both,series_widget_grid_3,86735,34199,22743,20301,18257,12180,35070,24134,22284,20825,14937
2026-02-07,both,search_landing_page,21110,7111,5354,5298,4829,2949,7285,5596,5633,5276,3353
2026-02-07,both,continue_watching,135185,68804,61881,59531,57467,43278,70207,64040,62930,62466,49607
2026-02-07,both,search_results,79010,43293,23421,18472,16741,10797,44082,24548,19727,18365,12467
2026-02-07,both,hero_widget,52754,36743,27052,25382,23403,14548,37472,28366,27261,25841,17101
2026-02-07,both,series_widget_grid_2,171275,102190,60480,50119,44960,28547,104415,64466,55180,51208,34749
2026-02-07,both,from_redirection,36341,26623,20935,17670,15317,9370,26945,21506,18503,16495,10628
2026-02-07,both,interstitials,51283,22274,13944,12141,10952,6884,23336,15354,13826,12975,8828
2026-02-07,both,from_notifications,14262,4346,2118,1683,1368,842,4533,2353,1960,1684,1230
2026-02-07,both,genre_page,6219,4227,2156,1792,1594,1020,4297,2265,1937,1781,1194
2026-02-07,both,from_mlt,16672,7823,3627,2957,2539,1596,8088,3974,3370,2998,2067
2026-02-07,both,for_you_feed,10025,6860,5252,4726,4296,2828,7043,5603,5217,4871,3415
2026-02-07,both,series_widget_horizontal,6950,3821,2177,1709,1461,972,3920,2348,1901,1692,1209
2026-02-07,both,ranking_page,1939,1266,804,728,632,398,1292,850,796,715,496
2026-02-07,both,series_landscape_carousel,2097,1531,1150,1042,971,607,1557,1215,1133,1091,737
2026-02-07,both,from_manage_subscription,95,47,25,28,20,15,49,26,29,24,18
2026-02-07,both,from_undo_cancellation_screen,47,22,7,8,8,5,23,8,10,10,7
2026-02-08,Android,hero_widget,57715,40510,29867,27997,25893,16070,41247,31138,29814,28290,18504
2026-02-08,Android,continue_watching,138403,71060,64181,61349,59325,45012,72369,66237,64546,64010,51082
2026-02-08,Android,series_widget_grid_2,167975,100533,59062,49030,43702,27530,102577,62597,53534,49383,33115
2026-02-08,Android,series_widget_horizontal,7562,4240,2407,1855,1625,993,4336,2600,2078,1884,1242
2026-02-08,Android,search_results,78521,42535,22973,17765,16063,10441,43210,23997,18920,17563,11980
2026-02-08,Android,from_redirection,41499,31452,24428,20447,17613,10689,31771,25041,21362,18945,12070
2026-02-08,Android,series_widget_grid_3,89887,33843,22400,20083,18119,11966,34639,23645,21793,20377,14414
2026-02-08,Android,search_landing_page,21454,6822,5173,5079,4639,2674,6980,5378,5363,5033,2998
2026-02-08,Android,for_you_feed,10581,7442,5703,5213,4706,3087,7654,6074,5705,5316,3712
2026-02-08,Android,interstitials,51788,22453,14199,12079,10897,7051,23562,15585,13750,12879,9009
2026-02-08,ios,series_widget_grid_2,9088,5097,3277,2905,2639,1765,5226,3491,3188,3016,2131
2026-02-08,ios,genre_page,717,510,283,220,212,130,521,298,248,248,163
2026-02-08,ios,search_results,8825,5179,3133,2735,2559,1591,5254,3257,2916,2820,1887
2026-02-08,Android,from_notifications,14594,4385,2131,1634,1324,870,4560,2350,1910,1636,1221
2026-02-08,Android,from_mlt,14575,5932,2346,1851,1587,988,6155,2615,2148,1918,1312
2026-02-08,ios,from_mlt,3097,2189,1316,1127,1033,700,2224,1391,1246,1187,850
2026-02-08,ios,series_widget_grid_3,4875,2110,1594,1507,1329,954,2159,1688,1656,1534,1174
2026-02-08,Android,ranking_page,1830,1214,786,699,607,419,1244,831,767,687,497
2026-02-08,Android,series_landscape_carousel,2142,1599,1176,1094,1025,628,1635,1238,1185,1142,761
2026-02-08,Android,genre_page,5740,3814,1976,1657,1454,936,3896,2100,1804,1628,1104
2026-02-08,ios,interstitials,1580,681,463,465,427,122,704,500,513,486,147
2026-02-08,Android,from_manage_subscription,127,74,46,38,34,24,75,47,40,37,26
2026-02-08,ios,from_undo_cancellation_screen,56,37,22,21,19,13,37,25,24,25,19
2026-02-08,ios,search_landing_page,1736,728,529,586,542,285,745,559,629,601,347
2026-02-08,ios,ranking_page,200,123,83,79,70,51,127,90,88,82,68
2026-02-08,both,continue_watching,138403,71060,64181,61349,59325,45012,72369,66237,64546,64010,51082
2026-02-08,both,series_widget_grid_3,94758,35953,23994,21590,19448,12920,36798,25333,23449,21911,15588
2026-02-08,both,series_widget_grid_2,177061,105630,62339,51935,46341,29295,107803,66088,56722,52399,35246
2026-02-08,both,for_you_feed,10581,7442,5703,5213,4706,3087,7654,6074,5705,5316,3712
2026-02-08,both,series_widget_horizontal,7562,4240,2407,1855,1625,993,4336,2600,2078,1884,1242
2026-02-08,both,search_results,87336,47714,26106,20500,18622,12032,48464,27254,21836,20383,13867
2026-02-08,both,from_redirection,41499,31452,24428,20447,17613,10689,31771,25041,21362,18945,12070
2026-02-08,both,from_mlt,17672,8121,3662,2978,2620,1688,8379,4006,3394,3105,2162
2026-02-08,both,interstitials,53368,23134,14662,12544,11324,7173,24266,16085,14263,13365,9156
2026-02-08,both,hero_widget,57715,40510,29867,27997,25893,16070,41247,31138,29814,28290,18504
2026-02-08,both,from_notifications,14594,4385,2131,1634,1324,870,4560,2350,1910,1636,1221
2026-02-08,both,search_landing_page,23187,7550,5702,5665,5181,2959,7725,5937,5992,5634,3345
2026-02-08,both,genre_page,6457,4324,2259,1877,1666,1066,4417,2398,2052,1876,1267
2026-02-08,both,series_landscape_carousel,2142,1599,1176,1094,1025,628,1635,1238,1185,1142,761
2026-02-08,both,ranking_page,2030,1337,869,778,677,470,1371,921,855,769,565
2026-02-08,both,from_manage_subscription,127,74,46,38,34,24,75,47,40,37,26
2026-02-08,both,from_undo_cancellation_screen,56,37,22,21,19,13,37,25,24,25,19
2026-02-09,Android,series_widget_grid_2,163896,98356,58136,47577,42356,26522,100452,61707,52131,48033,32132
2026-02-09,Android,search_results,73650,40714,21729,16319,14694,9516,41480,22758,17453,16125,11009
2026-02-09,Android,hero_widget,56739,37563,27615,25869,23834,14836,38236,28807,27652,26201,17304
2026-02-09,Android,from_redirection,37915,28656,21939,18126,15565,9158,28959,22536,19049,16922,10542
2026-02-09,Android,continue_watching,134551,67907,61142,58519,56476,42692,69185,63048,61571,60934,48467
2026-02-09,Android,series_widget_grid_3,81627,31663,20660,18448,16533,10415,32407,21857,20135,18770,12768
2026-02-09,ios,search_landing_page,1907,790,620,661,613,270,810,649,714,684,316
2026-02-09,Android,interstitials,50299,20601,12576,10767,9631,5758,21592,13755,12142,11272,7191
2026-02-09,Android,search_landing_page,19520,6645,5102,4920,4542,2547,6808,5315,5227,4958,2897
2026-02-09,ios,search_results,7951,4609,2789,2485,2345,1493,4695,2940,2687,2625,1788
2026-02-09,Android,genre_page,5596,3723,1938,1620,1422,901,3805,2052,1767,1593,1065
2026-02-09,ios,series_widget_grid_3,4391,1833,1332,1270,1114,762,1882,1429,1411,1317,988
2026-02-09,ios,from_mlt,2950,2139,1263,1091,1014,681,2166,1339,1200,1158,843
2026-02-09,ios,series_widget_grid_2,8740,4965,3039,2658,2430,1589,5065,3234,2947,2801,1941
2026-02-09,Android,from_notifications,14791,4347,2114,1658,1362,892,4534,2335,1934,1681,1206
2026-02-09,Android,from_mlt,14449,5861,2397,1889,1634,1000,6067,2656,2189,1981,1313
2026-02-09,Android,series_widget_horizontal,6705,3874,2200,1654,1461,869,3980,2382,1855,1704,1099
2026-02-09,Android,for_you_feed,10011,6962,5235,4715,4329,2859,7144,5575,5160,4893,3422
2026-02-09,Android,series_landscape_carousel,2204,1638,1244,1148,1041,700,1677,1304,1241,1174,832
2026-02-09,Android,ranking_page,1683,1087,702,632,557,387,1133,767,705,646,470
2026-02-09,ios,genre_page,629,418,232,198,193,139,424,249,223,233,173
2026-02-09,ios,interstitials,1541,581,384,393,355,53,606,421,442,411,71
2026-02-09,ios,ranking_page,163,103,68,65,57,44,105,72,71,65,52
2026-02-09,Android,from_manage_subscription,119,61,33,32,23,15,63,34,35,29,23
2026-02-09,ios,from_undo_cancellation_screen,33,15,9,9,7,4,15,9,9,7,4
2026-02-09,both,series_widget_grid_2,172634,103321,61175,50235,44786,28111,105517,64941,55078,50834,34073
2026-02-09,both,hero_widget,56739,37563,27615,25869,23834,14836,38236,28807,27652,26201,17304
2026-02-09,both,from_notifications,14791,4347,2114,1658,1362,892,4534,2335,1934,1681,1206
2026-02-09,both,from_mlt,17399,8000,3660,2980,2648,1681,8233,3995,3389,3139,2156
2026-02-09,both,from_redirection,37915,28656,21939,18126,15565,9158,28959,22536,19049,16922,10542
2026-02-09,both,series_widget_grid_3,86015,33496,21992,19718,17647,11177,34289,23286,21546,20087,13756
2026-02-09,both,continue_watching,134551,67907,61142,58519,56476,42692,69185,63048,61571,60934,48467
2026-02-09,both,search_results,81596,45323,24518,18804,17039,11009,46175,25698,20140,18750,12797
2026-02-09,both,interstitials,51840,21182,12960,11160,9986,5811,22198,14176,12584,11683,7262
2026-02-09,both,search_landing_page,21427,7435,5722,5581,5155,2817,7618,5964,5941,5642,3213
2026-02-09,both,ranking_page,1846,1190,770,697,614,431,1238,839,776,711,522
2026-02-09,both,for_you_feed,10011,6962,5235,4715,4329,2859,7144,5575,5160,4893,3422
2026-02-09,both,series_landscape_carousel,2204,1638,1244,1148,1041,700,1677,1304,1241,1174,832
2026-02-09,both,genre_page,6225,4141,2170,1818,1615,1040,4229,2301,1990,1826,1238
2026-02-09,both,series_widget_horizontal,6705,3874,2200,1654,1461,869,3980,2382,1855,1704,1099
2026-02-09,both,from_manage_subscription,119,61,33,32,23,15,63,34,35,29,23
2026-02-09,both,from_undo_cancellation_screen,33,15,9,9,7,4,15,9,9,7,4
2026-02-10,Android,search_landing_page,20086,6383,4875,4765,4455,2693,6564,5094,5062,4836,3055
2026-02-10,Android,hero_widget,59533,36639,27215,25560,23817,15775,37347,28436,27295,26009,17996
2026-02-10,Android,series_widget_grid_3,86602,33071,21935,19558,17550,11027,33923,23381,21534,20120,13678
2026-02-10,Android,continue_watching,131768,63643,57405,55279,53651,41128,64918,59401,58222,57932,46721
2026-02-10,Android,interstitials,57451,17998,10760,9378,8546,6042,19053,12091,10887,10238,7799
2026-02-10,Android,series_widget_grid_2,156954,89613,53327,43924,39257,25182,91485,56588,48134,44438,30511
2026-02-10,Android,search_results,70040,37748,19872,15243,13697,8654,38403,20868,16287,15050,10064
2026-02-10,Android,from_notifications,13977,4172,1995,1564,1295,942,4341,2223,1837,1600,1301
2026-02-10,Android,genre_page,5456,3517,1841,1557,1357,878,3589,1974,1718,1547,1072
2026-02-10,Android,from_redirection,36939,27924,21657,18072,15607,9252,28181,22232,18998,16947,10639
2026-02-10,Android,from_mlt,13120,5669,2472,2012,1781,1167,5879,2746,2340,2149,1549
2026-02-10,ios,series_widget_grid_2,8123,4402,2765,2465,2289,1501,4502,2956,2713,2621,1858
2026-02-10,ios,from_mlt,2502,1817,1067,933,884,599,1836,1133,1028,1005,734
2026-02-10,Android,series_widget_horizontal,6940,3840,2226,1712,1497,903,3945,2416,1936,1780,1171
2026-02-10,ios,search_results,7713,4344,2793,2502,2372,1512,4429,2909,2664,2622,1798
2026-02-10,Android,series_landscape_carousel,697,535,407,388,364,250,543,428,413,392,287
2026-02-10,ios,search_landing_page,1875,711,555,591,547,253,742,589,638,605,300
2026-02-10,Android,for_you_feed,9723,6437,4761,4385,4036,2703,6596,5076,4790,4544,3232
2026-02-10,ios,genre_page,564,404,217,190,186,118,415,238,216,226,150
2026-02-10,ios,series_widget_grid_3,4442,1795,1347,1266,1128,744,1851,1459,1416,1346,988
2026-02-10,ios,interstitials,1920,868,518,506,459,271,914,573,576,531,359
2026-02-10,ios,ranking_page,170,88,64,57,54,31,93,70,66,65,39
2026-02-10,Android,ranking_page,1618,965,592,558,494,361,995,640,619,553,421
2026-02-10,Android,from_manage_subscription,105,53,31,34,31,26,53,31,34,32,27
2026-02-10,ios,from_undo_cancellation_screen,33,16,8,9,8,4,16,8,9,8,4
2026-02-10,both,continue_watching,131768,63643,57405,55279,53651,41128,64918,59401,58222,57932,46721
2026-02-10,both,series_widget_grid_2,165075,94015,56092,46389,41546,26683,95987,59544,50847,47059,32369
2026-02-10,both,series_widget_grid_3,91040,34866,23282,20824,18678,11771,35774,24840,22950,21466,14666
2026-02-10,both,from_redirection,36939,27924,21657,18072,15607,9252,28181,22232,18998,16947,10639
2026-02-10,both,hero_widget,59533,36639,27215,25560,23817,15775,37347,28436,27295,26009,17996
2026-02-10,both,interstitials,59371,18866,11278,9884,9005,6313,19967,12664,11463,10769,8158
2026-02-10,both,search_results,77751,42092,22665,17745,16069,10166,42832,23777,18951,17672,11862
2026-02-10,both,search_landing_page,21961,7094,5430,5356,5002,2946,7306,5683,5700,5441,3355
2026-02-10,both,genre_page,6020,3921,2058,1747,1543,996,4004,2212,1934,1773,1222
2026-02-10,both,from_notifications,13977,4172,1995,1564,1295,942,4341,2223,1837,1600,1301
2026-02-10,both,from_mlt,15622,7486,3539,2945,2665,1766,7715,3879,3368,3154,2283
2026-02-10,both,series_landscape_carousel,697,535,407,388,364,250,543,428,413,392,287
2026-02-10,both,for_you_feed,9723,6437,4761,4385,4036,2703,6596,5076,4790,4544,3232
2026-02-10,both,series_widget_horizontal,6940,3840,2226,1712,1497,903,3945,2416,1936,1780,1171
2026-02-10,both,ranking_page,1788,1053,656,615,548,392,1088,710,685,618,460
2026-02-10,both,from_manage_subscription,105,53,31,34,31,26,53,31,34,32,27
2026-02-10,both,from_undo_cancellation_screen,33,16,8,9,8,4,16,8,9,8,4
2026-02-11,Android,series_widget_grid_2,159854,90738,54080,44913,39968,25278,92625,57431,49215,45263,30591
2026-02-11,Android,continue_watching,134191,64505,58694,56422,54684,41921,65735,60637,59456,58999,47537
2026-02-11,ios,series_widget_grid_2,8555,4544,3036,2747,2519,1611,4671,3238,3027,2895,2013
2026-02-11,Android,series_widget_grid_3,94237,39860,28120,25962,23917,15861,40863,29831,28327,26908,19030
2026-02-11,Android,hero_widget,48643,26345,19139,17901,16584,10616,26917,20079,19254,18342,12484
2026-02-11,Android,interstitials,55926,19583,12141,10552,9733,7442,20671,13553,12170,11556,9355
2026-02-11,Android,from_mlt,11989,5193,2244,1840,1616,1103,5408,2514,2141,1945,1428
2026-02-11,Android,from_redirection,36443,27582,21424,17803,15444,9117,27859,21980,18674,16702,10374
2026-02-11,Android,search_results,68470,37165,19141,14520,12938,8104,37795,20154,15608,14244,9408
2026-02-11,Android,from_notifications,12931,3992,1977,1562,1286,911,4170,2179,1837,1615,1279
2026-02-11,Android,genre_page,5489,3608,1834,1557,1383,869,3681,1972,1707,1546,1032
2026-02-11,Android,search_landing_page,18741,5379,4050,3936,3656,2211,5510,4220,4180,3955,2497
2026-02-11,Android,series_widget_horizontal,7260,4160,2347,1820,1599,996,4243,2534,2054,1878,1264
2026-02-11,ios,search_results,7352,4104,2537,2221,2095,1273,4174,2664,2373,2341,1506
2026-02-11,ios,interstitials,2227,451,298,301,278,183,473,320,332,313,214
2026-02-11,Android,for_you_feed,9944,6549,4944,4491,4091,2774,6736,5271,4910,4608,3279
2026-02-11,ios,series_widget_grid_3,4785,2011,1476,1481,1345,811,2055,1571,1632,1542,1010
2026-02-11,ios,search_landing_page,1395,455,368,382,341,179,466,389,413,382,207
2026-02-11,Android,ranking_page,1491,876,549,512,443,307,898,588,556,495,364
2026-02-11,ios,genre_page,657,446,251,228,211,130,455,266,246,241,167
2026-02-11,ios,ranking_page,204,115,77,73,64,39,119,83,81,73,46
2026-02-11,ios,from_mlt,2719,1950,1150,1018,928,607,1980,1229,1121,1078,778
2026-02-11,Android,series_landscape_carousel,634,454,343,322,303,212,463,366,349,337,250
2026-02-11,ios,from_undo_cancellation_screen,40,21,6,8,6,2,21,6,8,8,3
2026-02-11,Android,from_manage_subscription,92,42,18,15,13,11,43,19,15,13,11
2026-02-11,both,interstitials,58153,20034,12439,10853,10011,7625,21144,13873,12502,11869,9569
2026-02-11,both,hero_widget,48643,26345,19139,17901,16584,10616,26917,20079,19254,18342,12484
2026-02-11,both,continue_watching,134191,64505,58694,56422,54684,41921,65735,60637,59456,58999,47537
